country,continent,year,tot_health_sp_pp,tot_health_sp_per_gdp,priv_share_health_sp,pocket_share_health_sp,gov_share_health_sp,gov_health_sp_pp,gov_prop_health_spending,pop,pop_dens,life_exp
Portugal,Europe,2008,2380,10.1,34.9,27.2,65.1,1550,14.6,10600000,116,79.5
Qatar,NA,2008,1640,2.06,20.5,15.2,79.5,1300,6.65,1440000,120,77.3
Romania,Europe,2008,517,5.44,17.9,NA,82,424,11.4,20800000,90.5,73.3
Russia,NA,2008,561,4.83,35.7,29,64.3,361,9.17,143000000,8.74,67.5
Rwanda,Africa,2008,44.1,9.36,52.6,23.3,47.4,20.9,21.9,9520000,394,61.8
Samoa,NA,2008,168,5.49,14.2,8.91,85.8,144,18.6,183000,64.9,72.5
San Marino,NA,2008,4220,7.14,14.8,NA,85.2,3600,13.6,30400,506,NA
Sao Tome and Principe,Africa,2008,82.8,7.02,57,46.1,43,35.6,13.2,171000,174,67.7
Saudi Arabia,Asia,2008,581,3.19,35.4,18.8,64.6,375,7.08,25900000,12.1,74.7
Senegal,Africa,2008,65.6,5.82,45.9,36,54.1,35.5,11.9,12000000,63.4,65.1
Serbia,Europe,2008,673,10.4,38,35.1,62,417,14.1,9060000,104,73.9
Seychelles,NA,2008,359,3.33,7.51,5.2,92.5,332,7.71,90500,197,73
Sierra Leone,Africa,2008,48,13.8,90.5,81,9.55,4.58,6.35,6130000,85.4,54.1
Singapore,Asia,2008,1430,3.62,68.1,58.4,31.9,458,6.91,4780000,6930,82.2
Slovak Republic,Europe,2008,1400,8.01,32.2,NA,67.8,948,15.6,5400000,112,74.9
Slovenia,Europe,2008,2260,8.36,26.6,NA,73.4,1660,13.9,2020000,101,78.6
Solomon Islands,NA,2008,72.2,6.04,8.84,4.79,91.2,65.8,15.5,503000,18,61.4
Somalia,Africa,2008,NA,NA,NA,NA,NA,NA,NA,11400000,18.1,55.5
South Africa,Africa,2008,482,8.63,57.9,17.2,42.1,203,11.5,49800000,41.6,53.4
South Korea,NA,2008,1240,6.46,44,34.2,56,692,11.9,49200000,506,80.1
Spain,Europe,2008,3130,8.96,27.4,NA,72.6,2270,15.7,46100000,92.2,81.3
Sri Lanka,Asia,2008,67.7,3.41,53.2,43.7,46.8,31.7,7.05,20000000,318,73.7
St. Kitts and Nevis,NA,2008,553,4.96,51.1,NA,48.9,270,5.73,48200,194,NA
St. Lucia,NA,2008,468,8.09,48.9,NA,51.1,239,11.5,170000,277,75.4
St. Vincent and the Grenadines,NA,2008,296,4.63,15.2,NA,84.8,251,11.5,108000,280,73
Sudan,Africa,2008,96.8,6.91,66.9,64.1,33.1,32,9.85,33100000,18.7,67
Suriname,NA,2008,404,6.79,54,NA,46,186,11.9,517000,3.3,70.8
Swaziland,Africa,2008,162,6.57,35.7,15.1,64.3,104,10.3,1050000,67.4,44.5
Sweden,Europe,2008,4870,9.23,18.5,16.4,81.5,3970,14.6,9240000,22.5,81
Switzerland,Europe,2008,7000,10.7,40.5,30.5,59.5,4160,19.7,7620000,193,82.2
Syria,Asia,2008,89.9,3.37,53.5,53.5,46.5,41.8,6.39,20700000,111,75.4
Tajikistan,NA,2008,43.1,5.58,75.4,72.3,24.6,10.6,5.04,7210000,52.2,69.6
Tanzania,Africa,2008,26.8,5.46,38.3,15.9,61.7,16.5,13.7,41900000,48.8,59.3
Thailand,Asia,2008,158,3.97,23.9,14.5,76.2,121,14.3,66500000,130,76.3
Timor-Leste,NA,2008,63.6,13.8,30.3,7.74,69.7,44.4,9.9,1060000,72.5,69.3
Togo,Africa,2008,37.5,6.81,64.7,54.5,35.3,13.2,13.5,6080000,113,58
Tonga,NA,2008,207,6.25,15.1,10.2,84.9,176,23.6,103000,143,70.9
Trinidad and Tobago,Americas,2008,909,4.45,51.1,NA,48.9,444,8.8,1310000,256,72.4
Tunisia,Africa,2008,246,6.16,45.9,40,54.1,133,10.5,10400000,67,76.5
Turkey,Europe,2008,624,6.07,27,17.4,73,455,12.8,70400000,91.5,77.7
Turkmenistan,NA,2008,83.7,1.93,50.9,50.9,49.1,41.1,9.86,4940000,10.5,67.6
Tuvalu,NA,2008,624,20.6,0.09,NA,99.9,623,16.9,10300,345,NA
Uganda,Africa,2008,45.3,8.62,82.8,52.7,17.2,7.79,10.6,30400000,158,57
Ukraine,NA,2008,260,6.63,42.3,39.4,57.7,150,8.41,46200000,79.7,68.3
United Arab Emirates,NA,2008,1530,3.01,34,24.9,66,1010,8.85,7090000,82.5,72.8
United Kingdom,Europe,2008,3800,8.86,17.6,10.9,82.3,3130,15.2,62100000,257,79.8
United States,Americas,2008,7720,16.5,54,12.7,46,3550,19.4,303000000,33.2,78.2
Uruguay,Americas,2008,721,7.73,36.2,NA,63.8,460,13.9,3340000,19.1,76.1
Uzbekistan,NA,2008,57.4,5.39,54.2,44.1,45.8,26.3,7.62,27600000,65.2,68
Vanuatu,NA,2008,111,4.26,11.6,6.56,88.4,98,14.8,225000,18.5,63.7
Venezuela,Americas,2008,598,5.39,55,NA,45,269,8.41,27600000,31.9,74.7
Vietnam,Asia,2008,70.1,6.61,66,61.2,34,23.8,7.85,86200000,280,73
Yemen,NA,2008,68.2,5.38,69,68,31,21.1,4.3,21900000,42.3,67.2
Zambia,Africa,2008,72.6,6.14,40.5,27.2,59.5,43.2,15.3,12800000,17.6,53
Zimbabwe,Africa,2008,NA,NA,NA,NA,NA,NA,NA,12400000,35,46.3
Afghanistan,Asia,2009,33.7,7.58,88.4,83.1,11.6,3.91,1.58,28400000,42.9,59.3
Albania,Europe,2009,260,6.88,58.8,58.7,41.2,107,8.42,2970000,108,77.5
Algeria,Africa,2009,181,4.58,20.7,19.6,79.3,143,8.6,35300000,14.9,76.1
Andorra,NA,2009,3360,7.52,29.9,22.4,70.1,2360,21.3,84500,180,82.2
Angola,Africa,2009,201,4.95,10.1,10.1,89.9,181,10.1,22500000,18.1,59.1
Antigua and Barbuda,NA,2009,601,4.81,32.9,29.3,67.1,403,7.96,86700,213,76.6
Argentina,Americas,2009,734,9.53,33.6,19.9,66.4,488,14.7,40500000,14.9,75.6
Armenia,NA,2009,129,4.59,56.5,52.5,43.5,56,6.62,2890000,101,73.9
Australia,Oceania,2009,3950,8.73,32,19.5,68,2680,16.8,21800000,2.83,81.7
Austria,Europe,2009,5040,11,22.3,14.5,77.7,3910,16.2,8370000,102,80.3
Azerbaijan,NA,2009,283,5.79,76.9,69.3,23.1,65.4,4.54,8920000,108,69.1
Bahamas,NA,2009,1740,8.32,53.2,28.7,46.8,815,15.3,350000,35.5,73.3
Bahrain,Asia,2009,771,4.67,29.9,17.1,70.1,540,11.4,1190000,1560,77.8
Barbados,NA,2009,843,5.9,41.4,NA,58.6,494,7.78,281000,648,76.7
Belarus,NA,2009,311,6.08,36,26.9,64,199,8.4,9430000,46.8,70.4
Belgium,Europe,2009,4750,10.8,24.9,19.9,75.1,3570,15.1,10900000,359,79.8
Belize,NA,2009,242,5.46,36.2,NA,63.8,154,11.8,315000,13.8,73.5
Benin,Africa,2009,34,4.3,46.2,42.8,53.8,18,9.2,8940000,79.3,61
Bhutan,NA,2009,90.7,5.12,13.5,13,86.5,78.5,12.1,678000,18.7,71.1
Bolivia,Americas,2009,90.4,5.1,35.4,NA,64.6,58.4,7.32,9880000,9.01,70.5
Bosnia and Herzegovina,Europe,2009,495,10.9,38.6,38.6,61.4,304,15.1,3740000,73.5,76.1
Botswana,Africa,2009,581,10,24,7.08,76,442,17,1950000,3.49,58.4
Brazil,Americas,2009,734,8.75,56.4,NA,43.6,320,5.86,194000000,23.3,74.2
Brunei,NA,2009,833,3.04,14.8,14.7,85.2,710,7.46,384000,72.8,75
Bulgaria,Europe,2009,463,7.23,44.6,NA,55.4,256,9.83,7470000,68.7,73.6
Burkina Faso,Africa,2009,38.8,6.59,50.3,37.1,49.7,19.3,13.6,15100000,55.3,57.8
Burundi,Africa,2009,18.6,11.4,64,39.3,36,6.72,8.14,8400000,331,56.9
Cambodia,Asia,2009,40.9,5.49,63.4,42.3,36.6,15,9.81,14100000,79.8,66.6
Cameroon,Africa,2009,60.4,4.92,74.1,70,25.9,15.7,7.34,19800000,41.1,56.9
Canada,Americas,2009,4520,11.4,29.4,14.6,70.6,3190,18.1,33700000,3.72,81.1
Cape Verde,NA,2009,150,3.85,25.9,25.9,74,111,9.73,487000,123,74
Central African Republic,Africa,2009,18.3,3.98,65.8,62.5,34.2,6.25,8.45,4340000,7.07,47.4
Chad,Africa,2009,28.4,4.55,80.3,77.6,19.7,5.61,3.27,11600000,9.13,55.8
Chile,Americas,2009,802,8.44,52.4,NA,47.6,382,16.2,16900000,22.6,78.6
China,Asia,2009,191,5.15,47.5,37.5,52.5,100,12.1,1360000000,144,75.7
Colombia,Americas,2009,392,7.59,28.9,NA,71.1,278,19.3,44800000,40.9,77.7
Comoros,Africa,2009,23.7,3.17,46.8,46.8,53.2,12.6,7.32,673000,362,65.4
"Congo, Dem. Rep.",Africa,2009,16.7,9.59,55.3,35.8,44.7,7.48,12.5,62400000,27.5,57.1
"Congo, Rep.",Africa,2009,67,2.75,52.5,52.5,47.5,31.8,5.29,4150000,12.5,59.1
Costa Rica,Americas,2009,667,10.5,32.6,NA,67.4,449,30.6,4520000,87.9,80.3
Cote d'Ivoire,Africa,2009,61,5.22,79.2,78.2,20.9,12.7,5.08,20100000,62.7,57
Croatia,Europe,2009,1110,7.76,15.1,NA,84.9,944,17.7,4340000,77.6,76.4
Cuba,Americas,2009,672,12.1,7.28,NA,92.7,623,14.9,11200000,106,78.3
Cyprus,NA,2009,1790,6.13,58.5,48.8,41.5,745,5.51,1100000,119,79.7
Czech Republic,Europe,2009,1500,7.99,16,14.4,84,1260,14.9,10500000,136,77.5
Denmark,Europe,2009,6450,11.4,15,13.2,85,5490,16.8,5530000,130,79
Djibouti,Africa,2009,94.4,7.85,30.7,30.4,69.3,65.5,14.2,828000,36.1,63.3
Dominica,NA,2009,342,6.18,34.8,NA,65.2,223,8.3,70800,95,74
Dominican Republic,Americas,2009,279,5.86,58.6,NA,41.4,115,12.4,9580000,202,74
Ecuador,Americas,2009,321,8.8,65.1,NA,34.9,112,7.75,14800000,59.2,74.5
Egypt,Africa,2009,114,4.84,60.5,59.1,39.5,44.9,5.56,81100000,82.8,69.3
El Salvador,Americas,2009,228,6.79,39.7,NA,60.3,137,12.3,6160000,296,72.8
Equatorial Guinea,Africa,2009,805,4.48,24,22.1,76,612,6.96,902000,32.4,61.9
Eritrea,Africa,2009,10.7,2.77,52.3,52.3,47.7,5.09,3.59,3120000,42.7,58.1
Estonia,NA,2009,967,6.74,21.6,21.1,78.4,758,11.7,1340000,31.5,75
Ethiopia,Africa,2009,15.6,4.43,46.5,37.1,53.5,8.33,13.3,85200000,85.4,61.7
Fiji,NA,2009,145,4.99,30.2,21.9,69.8,102,10.3,854000,46.6,67.3
Finland,Europe,2009,4080,9.05,25.3,19,74.7,3050,12.1,5340000,17.6,80
France,Europe,2009,4840,11.9,22.1,7.31,77.9,3770,16.3,62500000,114,81.2
Gabon,Africa,2009,266,3.59,52.1,52.1,47.9,127,6.63,1570000,6.16,61.9
Gambia,Africa,2009,26.8,6.14,46.5,22.5,53.5,14.3,11.3,1740000,162,63.3
Georgia,NA,2009,251,10.2,77.7,66.5,22.3,55.9,6.07,4120000,61.7,72.8
Germany,Europe,2009,4720,11.7,23.1,13.1,76.9,3630,18.7,80900000,232,80.3
Ghana,Africa,2009,54.5,4.96,43.3,28.8,56.7,30.9,12.4,24200000,105,61.2
Greece,Europe,2009,3020,10.6,38.3,36.2,61.7,1860,12.1,11000000,88.8,80
Grenada,NA,2009,462,6.2,50.8,NA,49.2,227,9.45,106000,307,74.2
Guatemala,Americas,2009,190,7.06,63.7,NA,36.3,68.8,17.2,14300000,134,71.3
Guinea,Africa,2009,25.1,5.32,91.8,91.3,8.19,2.06,1.84,9960000,43,56.9
Guinea-Bissau,Africa,2009,48,8.56,89.4,66,10.6,5.08,4.13,1480000,54,55.3
Guyana,NA,2009,167,6.2,13.4,NA,86.6,144,17.3,748000,3.79,68.6
Haiti,Americas,2009,40.1,6.1,78.2,NA,21.8,8.73,5.96,9800000,358,61.5
Honduras,Americas,2009,135,7,33.7,NA,66.3,89.2,17.7,8150000,71.8,72.7
Hungary,Europe,2009,957,7.58,30.3,23.7,69.7,667,10.3,9960000,110,74.2
Iceland,Europe,2009,3700,9.76,17.8,16.4,82.2,3040,15.7,316000,3.15,82.1
India,Asia,2009,44.3,4.16,69.7,60.2,30.3,13.4,3.75,1220000000,408,66.5
Indonesia,Asia,2009,56.4,2.48,53.9,40.5,46.1,26,6.84,239000000,132,69.4
Iran,Asia,2009,287,5.65,58.9,56.9,41.1,118,10.5,72900000,45.2,75
Iraq,Asia,2009,200,8.36,21.9,21.9,78.1,157,7.03,29000000,68.8,72.7
Ireland,Europe,2009,4710,9.44,25.1,12.3,74.9,3530,14.5,4490000,66.3,79.8
Israel,Asia,2009,2000,7.63,39.7,29.2,60.3,1210,10.4,7190000,336,81.3
Italy,Europe,2009,3320,9.43,22.1,19.6,77.9,2590,14.2,59100000,203,81.7
Jamaica,Americas,2009,228,4.91,44.6,NA,55.4,126,5.39,2800000,259,75
Japan,Asia,2009,3750,9.51,17.7,14.5,82.3,3090,18.4,129000000,353,83.1
Jordan,Asia,2009,373,9.6,29.7,22.9,70.3,262,18.6,6890000,76.8,77.2
Kazakhstan,NA,2009,326,4.48,40.8,40.3,59.2,193,11.3,16000000,5.99,68.2
Kenya,Africa,2009,35.5,4.77,56.7,43.5,43.3,15.4,7.31,40900000,70.7,60.2
Kiribati,NA,2009,159,13,15.3,NA,84.7,134,13,101000,124,60.8
Kuwait,Asia,2009,1580,3.82,14.6,13.2,85.4,1350,5.63,2820000,158,80.2
Kyrgyz Republic,NA,2009,57,6.41,47,41.5,53,30.3,11.7,5330000,27.8,69.3
Lao,NA,2009,39.1,4.35,71.7,50.7,28.3,11.1,5.9,6150000,26.7,63.1
Latvia,NA,2009,756,6.6,38.4,NA,61.6,466,9.21,2140000,34.5,72.8
Lebanon,Asia,2009,617,7.42,58.1,42.7,41.9,259,9.53,4810000,409,77
Lesotho,Africa,2009,75,9.37,25.7,17.7,74.3,55.7,10.3,1990000,66.5,46.5
Liberia,Africa,2009,28,12.2,65.5,34.2,34.5,9.66,13.8,3750000,39.6,60.9
Libya,Africa,2009,427,3.89,33.9,33.9,66.1,283,5.5,6130000,3.48,73.6
Lithuania,NA,2009,836,7.54,26.6,NA,73.4,614,12.6,3170000,50.6,73.1
Luxembourg,NA,2009,8260,7.91,16,11.6,84,6940,15.4,497000,192,80.7
Madagascar,Africa,2009,17.8,4.18,35.5,24.2,64.5,11.5,14.7,20600000,35.4,61.5
Malawi,Africa,2009,25.4,6.73,34.9,9.49,65.2,16.5,14.2,14100000,156,52.5
Malaysia,Asia,2009,317,4.59,44.3,34,55.7,176,8.43,27700000,84,74.1
Maldives,NA,2009,355,6.36,39.3,28.2,60.7,216,7.91,353000,1180,78.5
Mali,Africa,2009,33.1,5.5,52.8,52.5,47.2,15.6,10,14600000,12,59
Malta,NA,2009,1670,8.52,35.2,NA,64.8,1080,12.7,412000,1290,80.2
Marshall Islands,NA,2009,540,18.9,16,12.1,84,454,19.5,56300,291,62.8
Mauritania,Africa,2009,37.9,4.24,47.2,44.6,52.8,20,7.3,3390000,3.4,67.8
Mauritius,Africa,2009,382,5.59,62.9,55.8,37.1,142,8.32,1240000,613,73.6
Mexico,Americas,2009,524,6.46,51.7,NA,48.3,253,11.9,112000000,59.4,75.2
"Micronesia, Fed. Sts.",NA,2009,336,13.4,9.3,9.08,90.7,305,18.9,103000,149,66.9
Moldova,NA,2009,191,12.5,51.5,43.7,48.5,92.4,13.4,4100000,125,69.6
Monaco,NA,2009,6660,4.24,12,7,88,5860,18.5,35200,24500,NA
Mongolia,Asia,2009,96.5,5.71,45.1,41.6,54.9,53,8.84,2670000,1.72,65.6
Montenegro,Europe,2009,621,9.42,28.7,26.1,71.3,443,13.6,623000,46.3,75.7
Morocco,Africa,2009,152,5.25,61.3,52.9,38.8,58.7,7.25,31900000,71.7,71.9
Mozambique,Africa,2009,23,5.36,26.9,11.9,73,16.8,12.2,22900000,29.9,51.7
Myanmar,Asia,2009,14.3,2.12,88.7,81.9,11.3,1.62,0.971,50300000,76.2,64
Namibia,Africa,2009,297,7.25,45,8.07,55,163,12.1,2080000,2.6,57.3
Nauru,NA,2009,596,11.2,31.5,4.96,68.5,408,9.25,9950,497,NA
Netherlands,Europe,2009,5750,12,14.3,5.74,79,4550,18.4,16600000,493,80.6
New Zealand,Oceania,2009,2700,9.97,17,10.6,83,2240,19.8,4320000,16.4,80.4
Nicaragua,Americas,2009,104,9.55,45.2,NA,54.8,57,18.1,5750000,47.1,77.1
Niger,Africa,2009,19,5.42,49.7,42,50.3,9.55,11.1,15800000,12.5,58.5
Nigeria,Africa,2009,66.6,6.08,64.9,62.1,35.1,23.4,5.94,154000000,170,59.9
North Macedonia,NA,2009,311,6.85,33.5,33.2,66.5,207,12.5,2070000,82,75.5
Norway,Europe,2009,7530,9.7,15.9,15.1,84.1,6340,17.4,4830000,13.2,80.8
Oman,Asia,2009,520,3.02,21.2,13.5,78.8,410,5.76,2880000,9.31,75.3
Pakistan,Asia,2009,20.1,2.19,65.2,53.3,34.8,6.99,3.33,176000000,217,64
Palau,NA,2009,854,10.6,22.1,8.89,78,666,14.3,18300,44.2,NA
Panama,Americas,2009,564,8.11,25.2,NA,74.8,422,14.7,3580000,48.1,78.1
Papua New Guinea,NA,2009,43.7,3.69,29.4,16.4,70.7,30.9,8.52,7140000,15.3,56
Paraguay,Americas,2009,147,6.55,61,NA,39,57.4,10.4,6160000,15.4,74.7
Peru,Americas,2009,236,5.34,42.3,NA,57.7,136,15.9,28800000,22.7,77.4
Philippines,Asia,2009,66.1,3.6,64.9,54.2,35.1,23.2,7.14,92400000,309,69.1
Poland,Europe,2009,830,7.35,27.7,22.3,72.3,600,11.9,38400000,125,75.9
Portugal,Europe,2009,2370,10.7,32.2,25,67.8,1600,14.6,10600000,116,79.7
Qatar,NA,2009,1610,2.62,21.6,15.8,78.4,1260,6.42,1650000,137,77.6
Romania,Europe,2009,432,5.64,21,NA,79,341,10.8,20600000,89.6,73.4
Russia,NA,2009,476,5.57,36.6,30.1,63.4,302,8.53,143000000,8.74,68.4
Rwanda,Africa,2009,51.5,10.1,51.4,22.8,48.6,25.1,20.1,9780000,404,63.1
Samoa,NA,2009,154,5.44,14.7,9.23,85.3,132,18.3,185000,65.3,70.3
San Marino,NA,2009,3860,7.13,14.6,NA,85.4,3290,13.6,30800,512,NA
Sao Tome and Principe,Africa,2009,93,7.24,59.9,45.1,40.1,37.3,13.2,176000,178,68.4
Saudi Arabia,Asia,2009,608,4.38,37.6,19.7,62.4,380,6.4,26600000,12.4,74.7
Senegal,Africa,2009,59.7,5.66,45.5,35.8,54.5,32.5,11.6,12300000,65.2,65.5
Serbia,Europe,2009,577,10.5,38.1,35.2,61.9,357,13.9,9020000,104,74
Seychelles,NA,2009,301,3.29,7.28,4.93,92.7,280,9.03,90800,198,73
Sierra Leone,Africa,2009,45.2,13.9,89.5,80.1,10.5,4.75,6.35,6270000,87.4,54.6
Singapore,Asia,2009,1530,4.13,63.9,54.6,36.1,553,8.32,4970000,7090,82.9
Slovak Republic,Europe,2009,1470,9.14,34.3,NA,65.7,968,14.5,5400000,112,75.2
Slovenia,Europe,2009,2230,9.29,26.6,NA,73.4,1640,13.8,2030000,101,79.1
Solomon Islands,NA,2009,102,8.74,6.47,3.51,93.5,95.5,23.7,515000,18.4,61.4
Somalia,Africa,2009,NA,NA,NA,NA,NA,NA,NA,11700000,18.7,55.9
South Africa,Africa,2009,521,9.16,56.2,16.7,43.8,228,11.4,50500000,42,54.5
South Korea,NA,2009,1180,6.92,41.8,32.4,58.2,689,12.2,49300000,508,80.4
Spain,Europe,2009,3030,9.57,26.4,NA,73.6,2230,15.2,46600000,93.2,81.7
Sri Lanka,Asia,2009,65,3.2,53.8,44.4,46.2,30.1,5.95,20100000,320,74
St. Kitts and Nevis,NA,2009,524,5.16,50.9,NA,49.1,258,5.44,48600,196,NA
St. Lucia,NA,2009,467,8.43,37,NA,63,294,14.8,172000,280,75.5
St. Vincent and the Grenadines,NA,2009,286,4.6,15.7,NA,84.3,241,11.5,108000,280,73
Sudan,Africa,2009,94.2,7.33,72.5,69.7,27.5,25.9,9.89,33800000,19.1,67.3
Suriname,NA,2009,467,7.47,49,NA,51,238,11.9,523000,3.34,71.3
Swaziland,Africa,2009,169,6.72,33.5,14.1,66.5,112,10.1,1060000,68.6,44.9
Sweden,Europe,2009,4350,10,18.5,16.7,81.5,3540,14.8,9310000,22.7,81.2
Switzerland,Europe,2009,7190,11.4,40.3,30.5,59.7,4290,19.9,7710000,196,82.2
Syria,Asia,2009,95.4,3.55,54,54,46,43.9,6,21200000,113,75.7
Tajikistan,NA,2009,43.5,5.93,75.1,67.8,24.9,10.8,5.41,7360000,53.4,69.7
Tanzania,Africa,2009,27.1,5.52,33.9,14.1,66.1,17.9,12.9,43100000,50.4,60
Thailand,Asia,2009,160,4.17,25.4,15.2,74.6,119,13.3,66900000,131,76.8
Timor-Leste,NA,2009,64.5,11.9,33.9,8.68,66.1,42.6,7.76,1070000,73.4,69.7
Togo,Africa,2009,40.9,7.37,57,48,43,17.6,15.4,6250000,116,58.6
Tonga,NA,2009,144,4.68,20.4,13.8,79.6,115,11.7,104000,144,68.8
Trinidad and Tobago,Americas,2009,848,5.78,39.4,NA,60.6,514,9.58,1320000,258,73
Tunisia,Africa,2009,243,6.35,45.1,39.3,54.9,133,10.7,10500000,67.7,76.7
Turkey,Europe,2009,576,6.75,24.9,16,75.1,432,12.8,71300000,92.7,77.5
Turkmenistan,NA,2009,92.3,2.49,40.8,40.8,59.2,54.7,9.86,5010000,10.7,68.8
Tuvalu,NA,2009,403,14.6,0.13,NA,99.9,402,12,10400,348,NA
Uganda,Africa,2009,44,8.47,78.2,49.8,21.8,9.59,13.6,31400000,164,58.1
Ukraine,NA,2009,200,7.8,45,42,55,110,8.88,46000000,79.4,70.1
United Arab Emirates,NA,2009,1700,4.37,23.1,16.9,76.9,1310,8.76,7920000,91.7,72.9
United Kingdom,Europe,2009,3440,9.79,15.8,9.83,84.2,2900,16,62800000,259,80.2
United States,Americas,2009,7960,17.6,52.3,12.3,47.7,3800,19.6,306000000,33.5,78.4
Uruguay,Americas,2009,787,8.43,34.7,NA,65.3,514,20.2,3350000,19.2,76.4
Uzbekistan,NA,2009,73,5.93,54.6,44.5,45.4,33.1,8.01,28100000,66.2,68.5
Vanuatu,NA,2009,123,4.85,10.2,5.75,89.8,110,16.4,230000,18.9,63.8
Venezuela,Americas,2009,688,6.01,60,NA,40,276,8.56,28000000,32.4,74.8
Vietnam,Asia,2009,77.1,6.89,62.5,57.9,37.5,28.9,7.79,87100000,282,73.2
Yemen,NA,2009,63.4,5.52,73.5,72.5,26.5,16.8,4.31,22500000,43.5,67.5
Zambia,Africa,2009,62.5,6.21,41.4,27.9,58.6,36.7,15.7,13200000,18.1,54.5
Zimbabwe,Africa,2009,NA,NA,NA,NA,NA,NA,NA,12500000,35.7,47.2
Afghanistan,Asia,2010,37.7,7.58,88.3,83,11.7,4.39,1.59,29200000,44.1,59.9
Albania,Europe,2010,241,6.55,61,60.8,39,94,8.42,2950000,107,77.6
Algeria,Africa,2010,178,4.17,22.1,20.9,77.9,139,8.12,36000000,15.2,76.3
Andorra,NA,2010,3100,7.52,29.9,22.4,70.1,2170,21.3,84500,180,82.3
Angola,Africa,2010,123,2.85,17.5,17.5,82.5,102,7.18,23400000,18.7,59.9
Antigua and Barbuda,NA,2010,690,6.03,29,25.8,71,490,16.7,88000,215,76.6
Argentina,Americas,2010,742,8.1,45.4,29.9,54.6,405,14.7,40900000,15.1,75.8
Armenia,NA,2010,134,4.4,59.4,55.1,40.6,54.2,6.42,2880000,101,74
Australia,Oceania,2010,4780,8.73,32,20.5,68,3250,16.8,22200000,2.88,82
Austria,Europe,2010,4960,11,22.5,14.6,77.5,3840,16.2,8410000,102,80.6
Azerbaijan,NA,2010,332,5.88,79.7,69.5,20.3,67.3,4.22,9030000,109,69.3
Bahamas,NA,2010,1740,7.89,54.4,29.4,45.6,791,14.2,355000,36,73.4
Bahrain,Asia,2010,864,4.97,26.7,14.5,73.3,634,11.4,1240000,1630,78.2
Barbados,NA,2010,1000,7.97,35,NA,65,652,9.28,282000,650,76.7
Belarus,NA,2010,320,5.61,22.3,19.9,77.7,248,9.95,9420000,46.7,70.4
Belgium,Europe,2010,4620,10.7,25.3,20.2,74.7,3450,15.1,10900000,361,80.1
Belize,NA,2010,239,5.2,37.3,NA,62.7,150,11.3,322000,14.1,73.6
Benin,Africa,2010,31,4.1,50.5,46.8,49.5,15,9.6,9200000,81.6,61.4
Bhutan,NA,2010,109,5.2,13.2,12,86.8,94.2,10.5,686000,19.1,71.6
Bolivia,Americas,2010,96.5,4.84,37.2,NA,62.8,60.6,7.26,10000000,9.16,70.8
Bosnia and Herzegovina,Europe,2010,499,11.1,38.6,38.6,61.4,307,16.6,3710000,73,76.3
Botswana,Africa,2010,615,8.3,27.5,8.11,72.5,446,17,1990000,3.56,60.2
Brazil,Americas,2010,990,9.01,53,NA,47,466,7.08,196000000,23.5,74.4
Brunei,NA,2010,882,2.84,15.1,14.9,84.9,748,8.47,389000,73.7,75.1
Bulgaria,Europe,2010,435,6.87,45.5,NA,54.5,237,9.83,7430000,68.2,73.8
Burkina Faso,Africa,2010,39.8,6.74,49,36.2,51,20.3,13.5,15600000,57,58.3
Burundi,Africa,2010,20.7,11.6,61.8,37.9,38.2,7.91,8.14,8680000,341,57.8
Cambodia,Asia,2010,45.2,5.68,62.8,40.4,37.2,16.8,10.5,14300000,81.1,67.1
Cameroon,Africa,2010,61.3,5.13,70.4,66.5,29.6,18.2,8.53,20300000,42.2,57.7
Canada,Americas,2010,5220,11.3,29.5,14.7,70.5,3680,18.1,34100000,3.76,81.4
Cape Verde,NA,2010,155,4.09,25,24.9,75,116,10.1,493000,125,74.3
Central African Republic,Africa,2010,18.2,3.98,64.6,61.4,35.4,6.44,8.45,4390000,7.14,48
Chad,Africa,2010,30.6,4.53,75,72.5,25,7.65,3.27,12000000,9.44,56.4
Chile,Americas,2010,947,7.96,51.8,NA,48.2,456,16.3,17100000,22.9,78.6
China,Asia,2010,221,5.07,46.4,36.6,53.6,118,12.1,1370000000,145,75.8
Colombia,Americas,2010,472,7.59,27.3,NA,72.7,343,20.1,45200000,41.4,78.1
Comoros,Africa,2010,33.2,4.51,32.8,32.8,67.2,22.3,13.1,690000,371,66.5
"Congo, Dem. Rep.",Africa,2010,15.8,7.91,57.5,35.9,42.5,6.7,9.11,64600000,28.5,57.9
"Congo, Rep.",Africa,2010,72.3,2.46,53.3,53.3,46.7,33.8,5.29,4270000,12.8,59.8
Costa Rica,Americas,2010,811,10.9,31.9,NA,68.1,553,29,4580000,89,79.4
Cote d'Ivoire,Africa,2010,59.8,5.3,78.4,77.5,21.6,12.9,5.06,20500000,64.2,57.4
Croatia,Europe,2010,1070,7.76,15.1,NA,84.9,905,17.7,4330000,77.3,76.8
Cuba,Americas,2010,607,10.6,8.53,NA,91.5,555,13.9,11200000,106,78.3
Cyprus,NA,2010,1710,5.97,58.5,48.8,41.5,708,5.34,1110000,120,80.1
Czech Republic,Europe,2010,1480,7.88,16.3,14.7,83.7,1240,14.9,10500000,136,77.7
Denmark,Europe,2010,6420,11.4,14.9,13.1,85.1,5470,16.8,5550000,131,79.3
Djibouti,Africa,2010,91.7,7.24,34.7,34.4,65.3,59.8,14.2,840000,36.7,63.8
